"County","County_FIPS","County Seat","State","State_FIPS","STATEFP","COUNTYFP"
"Taliaferro County","265","Crawfordville","Georgia","13","0013","265"
"Tattnall County","267","Reidsville","Georgia","13","0013","267"
"Taylor County","269","Butler","Georgia","13","0013","269"
"Telfair County","271","McRae","Georgia","13","0013","271"
"Terrell County","273","Dawson","Georgia","13","0013","273"
"Thomas County","275","Thomasville","Georgia","13","0013","275"
"Tift County","277","Tifton","Georgia","13","0013","277"
"Toombs County","279","Lyons","Georgia","13","0013","279"
"Towns County","281","Hiawassee","Georgia","13","0013","281"
"Treutlen County","283","Soperton","Georgia","13","0013","283"
"Troup County","285","LaGrange","Georgia","13","0013","285"
"Turner County","287","Ashburn","Georgia","13","0013","287"
"Twiggs County","289","Jeffersonville","Georgia","13","0013","289"
"Union County","291","Blairsville","Georgia","13","0013","291"
"Upson County","293","Thomaston","Georgia","13","0013","293"
"Walker County","295","Lafayette","Georgia","13","0013","295"
"Walton County","297","Monroe","Georgia","13","0013","297"
"Ware County","299","Waycross","Georgia","13","0013","299"
"Warren County","301","Warrenton","Georgia","13","0013","301"
"Washington County","303","Sandersville","Georgia","13","0013","303"
"Wayne County","305","Jesup","Georgia","13","0013","305"
"Webster County","307","Preston","Georgia","13","0013","307"
"Wheeler County","309","Alamo","Georgia","13","0013","309"
"White County","311","Cleveland","Georgia","13","0013","311"
"Whitfield County","313","Dalton","Georgia","13","0013","313"
"Wilcox County","315","Abbeville","Georgia","13","0013","315"
"Wilkes County","317","Washington","Georgia","13","0013","317"
"Wilkinson County","319","Irwinton","Georgia","13","0013","319"
"Worth County","321","Sylvester","Georgia","13","0013","321"
"Hawaii County","1","Hilo","Hawaii","15","0015","001"
"City and County of Honolulu","3","Honolulu","Hawaii","15","0015","003"
"Kalawao County","5","","Hawaii","15","0015","005"
"Kauaʻi County","7","Lihue","Hawaii","15","0015","007"
"Maui County","9","Wailuku","Hawaii","15","0015","009"
"Ada County","1","Boise","Idaho","16","0016","001"
"Adams County","3","Council","Idaho","16","0016","003"
"Bannock County","5","Pocatello","Idaho","16","0016","005"
"Bear Lake County","7","Paris","Idaho","16","0016","007"
"Benewah County","9","St. Maries","Idaho","16","0016","009"
"Bingham County","11","Blackfoot","Idaho","16","0016","011"
"Blaine County","13","Hailey","Idaho","16","0016","013"
"Boise County","15","Idaho City","Idaho","16","0016","015"
"Bonner County","17","Sandpoint","Idaho","16","0016","017"
"Bonneville County","19","Idaho Falls","Idaho","16","0016","019"
"Boundary County","21","Bonners Ferry","Idaho","16","0016","021"
"Butte County","23","Arco","Idaho","16","0016","023"
"Camas County","25","Fairfield","Idaho","16","0016","025"
"Canyon County","27","Caldwell","Idaho","16","0016","027"
"Caribou County","29","Soda Springs","Idaho","16","0016","029"
"Cassia County","31","Burley","Idaho","16","0016","031"
"Clark County","33","Dubois","Idaho","16","0016","033"
"Clearwater County","35","Orofino","Idaho","16","0016","035"
"Custer County","37","Challis","Idaho","16","0016","037"
"Elmore County","39","Mountain Home","Idaho","16","0016","039"
"Franklin County","41","Preston","Idaho","16","0016","041"
"Fremont County","43","Saint Anthony","Idaho","16","0016","043"
"Gem County","45","Emmett","Idaho","16","0016","045"
"Gooding County","47","Gooding","Idaho","16","0016","047"
"Idaho County","49","Grangeville","Idaho","16","0016","049"
"Jefferson County","51","Rigby","Idaho","16","0016","051"
"Jerome County","53","Jerome","Idaho","16","0016","053"
"Kootenai County","55","Coeur d'Alene","Idaho","16","0016","055"
"Latah County","57","Moscow","Idaho","16","0016","057"
"Lemhi County","59","Salmon","Idaho","16","0016","059"
"Lewis County","61","Nezperce","Idaho","16","0016","061"
"Lincoln County","63","Shoshone","Idaho","16","0016","063"
"Madison County","65","Rexburg","Idaho","16","0016","065"
"Minidoka County","67","Rupert","Idaho","16","0016","067"
"Nez Perce County","69","Lewiston","Idaho","16","0016","069"
"Oneida County","71","Malad City","Idaho","16","0016","071"
"Owyhee County","73","Murphy","Idaho","16","0016","073"
"Payette County","75","Payette","Idaho","16","0016","075"
"Power County","77","American Falls","Idaho","16","0016","077"
"Shoshone County","79","Wallace","Idaho","16","0016","079"
"Teton County","81","Driggs","Idaho","16","0016","081"
"Twin Falls County","83","Twin Falls","Idaho","16","0016","083"
"Valley County","85","Cascade","Idaho","16","0016","085"
"Washington County","87","Weiser","Idaho","16","0016","087"
"Adams County","1","Quincy","Illinois","17","0017","001"
"Alexander County","3","Cairo","Illinois","17","0017","003"
"Bond County","5","Greenville","Illinois","17","0017","005"
"Boone County","7","Belvidere","Illinois","17","0017","007"
"Brown County","9","Mount Sterling","Illinois","17","0017","009"
"Bureau County","11","Princeton","Illinois","17","0017","011"
"Calhoun County","13","Hardin","Illinois","17","0017","013"
"Carroll County","15","Mount Carroll","Illinois","17","0017","015"
"Cass County","17","Virginia","Illinois","17","0017","017"
"Champaign County","19","Urbana","Illinois","17","0017","019"
"Christian County","21","Taylorville","Illinois","17","0017","021"
"Clark County","23","Marshall","Illinois","17","0017","023"
"Clay County","25","Louisville","Illinois","17","0017","025"
"Clinton County","27","Carlyle","Illinois","17","0017","027"
"Coles County","29","Charleston","Illinois","17","0017","029"
"Cook County","31","Chicago","Illinois","17","0017","031"
"Crawford County","33","Robinson","Illinois","17","0017","033"
"Cumberland County","35","Toledo","Illinois","17","0017","035"
"DeKalb County","37","Sycamore","Illinois","17","0017","037"
"DeWitt County","39","Clinton","Illinois","17","0017","039"
"Douglas County","41","Tuscola","Illinois","17","0017","041"
"DuPage County","43","Wheaton","Illinois","17","0017","043"
"Edgar County","45","Paris","Illinois","17","0017","045"
"Edwards County","47","Albion","Illinois","17","0017","047"
"Effingham County","49","Effingham","Illinois","17","0017","049"
"Fayette County","51","Vandalia","Illinois","17","0017","051"
"Ford County","53","Paxton","Illinois","17","0017","053"
"Franklin County","55","Benton","Illinois","17","0017","055"
"Fulton County","57","Lewistown","Illinois","17","0017","057"
"Gallatin County","59","Shawneetown","Illinois","17","0017","059"
"Greene County","61","Carrollton","Illinois","17","0017","061"
"Grundy County","63","Morris","Illinois","17","0017","063"
"Hamilton County","65","McLeansboro","Illinois","17","0017","065"
"Hancock County","67","Carthage","Illinois","17","0017","067"
"Hardin County","69","Elizabethtown","Illinois","17","0017","069"
"Henderson County","71","Oquawka","Illinois","17","0017","071"
"Henry County","73","Cambridge","Illinois","17","0017","073"
"Iroquois County","75","Watseka","Illinois","17","0017","075"
"Jackson County","77","Murphysboro","Illinois","17","0017","077"
"Jasper County","79","Newton","Illinois","17","0017","079"
"Jefferson County","81","Mount Vernon","Illinois","17","0017","081"
"Jersey County","83","Jerseyville","Illinois","17","0017","083"
"Jo Daviess County","85","Galena","Illinois","17","0017","085"
"Johnson County","87","Vienna","Illinois","17","0017","087"
"Kane County","89","Geneva","Illinois","17","0017","089"
"Kankakee County","91","Kankakee","Illinois","17","0017","091"
"Kendall County","93","Yorkville","Illinois","17","0017","093"
"Knox County","95","Galesburg","Illinois","17","0017","095"
"Lake County","97","Waukegan","Illinois","17","0017","097"
"LaSalle County","99","Ottawa","Illinois","17","0017","099"
"Lawrence County","101","Lawrenceville","Illinois","17","0017","101"
"Lee County","103","Dixon","Illinois","17","0017","103"
"Livingston County","105","Pontiac","Illinois","17","0017","105"
"Logan County","107","Lincoln","Illinois","17","0017","107"
"Macon County","115","Decatur","Illinois","17","0017","115"
"Macoupin County","117","Carlinville","Illinois","17","0017","117"
"Madison County","119","Edwardsville","Illinois","17","0017","119"
"Marion County","121","Salem","Illinois","17","0017","121"
"Marshall County","123","Lacon","Illinois","17","0017","123"
"Mason County","125","Havana","Illinois","17","0017","125"
"Massac County","127","Metropolis","Illinois","17","0017","127"
"McDonough County","109","Macomb","Illinois","17","0017","109"
"McHenry County","111","Woodstock","Illinois","17","0017","111"
"McLean County","113","Bloomington","Illinois","17","0017","113"
"Menard County","129","Petersburg","Illinois","17","0017","129"
"Mercer County","131","Aledo","Illinois","17","0017","131"
"Monroe County","133","Waterloo","Illinois","17","0017","133"
"Montgomery County","135","Hillsboro","Illinois","17","0017","135"
"Morgan County","137","Jacksonville","Illinois","17","0017","137"
"Moultrie County","139","Sullivan","Illinois","17","0017","139"
"Ogle County","141","Oregon","Illinois","17","0017","141"
"Peoria County","143","Peoria","Illinois","17","0017","143"
"Perry County","145","Pinckneyville","Illinois","17","0017","145"
"Piatt County","147","Monticello","Illinois","17","0017","147"
"Pike County","149","Pittsfield","Illinois","17","0017","149"
"Pope County","151","Golconda","Illinois","17","0017","151"
"Pulaski County","153","Mound City","Illinois","17","0017","153"
"Putnam County","155","Hennepin","Illinois","17","0017","155"
"Randolph County","157","Chester","Illinois","17","0017","157"
"Richland County","159","Olney","Illinois","17","0017","159"
"Rock Island County","161","Rock Island","Illinois","17","0017","161"
"Saline County","165","Harrisburg","Illinois","17","0017","165"
"Sangamon County","167","Springfield","Illinois","17","0017","167"
"Schuyler County","169","Rushville","Illinois","17","0017","169"
"Scott County","171","Winchester","Illinois","17","0017","171"
"Shelby County","173","Shelbyville","Illinois","17","0017","173"
"St. Clair County","163","Belleville","Illinois","17","0017","163"
"Stark County","175","Toulon","Illinois","17","0017","175"
"Stephenson County","177","Freeport","Illinois","17","0017","177"
"Tazewell County","179","Pekin","Illinois","17","0017","179"
"Union County","181","Jonesboro","Illinois","17","0017","181"
"Vermilion County","183","Danville","Illinois","17","0017","183"
"Wabash County","185","Mount Carmel","Illinois","17","0017","185"
"Warren County","187","Monmouth","Illinois","17","0017","187"
"Washington County","189","Nashville","Illinois","17","0017","189"
"Wayne County","191","Fairfield","Illinois","17","0017","191"
"White County","193","Carmi","Illinois","17","0017","193"
"Whiteside County","195","Morrison","Illinois","17","0017","195"
"Will County","197","Joliet","Illinois","17","0017","197"
"Williamson County","199","Marion","Illinois","17","0017","199"
"Winnebago County","201","Rockford","Illinois","17","0017","201"
"Woodford County","203","Eureka","Illinois","17","0017","203"
"Adams County","1","Decatur","Indiana","18","0018","001"
"Allen County","3","Fort Wayne","Indiana","18","0018","003"
"Bartholomew County","5","Columbus","Indiana","18","0018","005"
"Benton County","7","Fowler","Indiana","18","0018","007"
"Blackford County","9","Hartford City","Indiana","18","0018","009"
"Boone County","11","Lebanon","Indiana","18","0018","011"
"Brown County","13","Nashville","Indiana","18","0018","013"
"Carroll County","15","Delphi","Indiana","18","0018","015"
"Cass County","17","Logansport","Indiana","18","0018","017"
"Clark County","19","Jeffersonville","Indiana","18","0018","019"
"Clay County","21","Brazil","Indiana","18","0018","021"
"Clinton County","23","Frankfort","Indiana","18","0018","023"
"Crawford County","25","English","Indiana","18","0018","025"
"Daviess County","27","Washington","Indiana","18","0018","027"
"Dearborn County","29","Lawrenceburg","Indiana","18","0018","029"
"Decatur County","31","Greensburg","Indiana","18","0018","031"
"DeKalb County","33","Auburn","Indiana","18","0018","033"
"Delaware County","35","Muncie","Indiana","18","0018","035"
"Dubois County","37","Jasper","Indiana","18","0018","037"
"Elkhart County","39","Goshen","Indiana","18","0018","039"
"Fayette County","41","Connersville","Indiana","18","0018","041"
"Floyd County","43","New Albany","Indiana","18","0018","043"
"Fountain County","45","Covington","Indiana","18","0018","045"
"Franklin County","47","Brookville","Indiana","18","0018","047"
"Fulton County","49","Rochester","Indiana","18","0018","049"
"Gibson County","51","Princeton","Indiana","18","0018","051"
"Grant County","53","Marion","Indiana","18","0018","053"
"Greene County","55","Bloomfield","Indiana","18","0018","055"
"Hamilton County","57","Noblesville","Indiana","18","0018","057"
"Hancock County","59","Greenfield","Indiana","18","0018","059"
"Harrison County","61","Corydon","Indiana","18","0018","061"
"Hendricks County","63","Danville","Indiana","18","0018","063"
"Henry County","65","New Castle","Indiana","18","0018","065"
"Howard County","67","Kokomo","Indiana","18","0018","067"
"Huntington County","69","Huntington","Indiana","18","0018","069"
"Jackson County","71","Brownstown","Indiana","18","0018","071"
"Jasper County","73","Rensselaer","Indiana","18","0018","073"
"Jay County","75","Portland","Indiana","18","0018","075"
"Jefferson County","77","Madison","Indiana","18","0018","077"
"Jennings County","79","Vernon","Indiana","18","0018","079"
"Johnson County","81","Franklin","Indiana","18","0018","081"
